created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Wed Nov 22 23:50:57 +0000 2023;1727474779756831001;"@democrazymedia Gak bahasa tegaskan tolak IKN jurnalis twolol, yg ad pembangunan tidak difokuskan ke satu daerah saja, tapi pembangunan harus merata ke semua daerah, jadi jurnalis kok twolol???";0;0;0;0;in;1625751933205229569;1727310965065306185;Hant_Sparrow;https://twitter.com/Hant_Sparrow/status/1727474779756831001
Wed Nov 22 23:50:47 +0000 2023;1727474741190258753;"@direktoridosen @ikn_id Kalau ada pendaftaran terbuka utk kerja di ikn pasti asn dr seluruh Indonesia banyak yg bersedia di tempatkan apalagi yg dr pemda jelata";0;0;0;0;in;991667382102904832;1727262132763591085;bobexlbud;https://twitter.com/bobexlbud/status/1727474741190258753
Wed Nov 22 23:50:46 +0000 2023;1727474734420664385;"Bersiap untuk Transformasi, OIKN Targetkan Groundbreaking IKN Pada Desember 2023  OIKN menargetkan peletakan batu pertama atau groundbreaking tahap ketiga proyek pembangunan IKN akan berlangsung pada Desember 2023 mendatang.  Ketua KPK Tante Ahok Senegal Subuh #GISELLE Tidur https://t.co/xDkLPGsAgo";1;2;15;14;in;1009255291790036992;1727474734420664385;aiiptu;https://twitter.com/aiiptu/status/1727474734420664385
Wed Nov 22 23:49:50 +0000 2023;1727474501812941005;"@civil_cociety @tvOneNews @aniesbaswedan Kebanyakan swing voter justru mempertanyakan IKN pak. Studi lingkungan nya belum jelas.  Kalo tujuannya pemerataan ekonomi, yg dipindah ke IKN itu hanya bagian administratif aja. Pusat ekonomi ttp di Jawa. Itu yg dikritisi Anies.";0;0;0;0;in;1662064122;1727325051543064915;aiknaoo;https://twitter.com/aiknaoo/status/1727474501812941005
Wed Nov 22 23:49:31 +0000 2023;1727474419235541368;"@Hansunriko IKN👍";0;0;0;0;und;1446988974946324488;1727461203151314965;Yohanes_ARB;https://twitter.com/Yohanes_ARB/status/1727474419235541368
Wed Nov 22 23:49:25 +0000 2023;1727474396745605187;"Apa yg dipaparkan pak Anies soal IKN ini make sense kok. Beliau juga menjelaskan solusinya lebih baik pembangunan yg merata di setiap kota di Indonesia jadi semua rakyat bisa merasakan 👍 Semoga bisa direalisasikan pak";0;0;0;0;in;1724784812647645184;1727474396745605187;Goldencatt97;https://twitter.com/Goldencatt97/status/1727474396745605187
Wed Nov 22 23:49:17 +0000 2023;1727474363635802579;"@hutbene @tvOneNews @jokowi Gue kasih faham: 1.Program dan gagasan scr umum udah disampaikan sebelum sesi tanya-jawab 2. Masalah IKN itu Anies dalam konteks menjawab pertanyaan panelis.";0;0;0;5;in;1023829506;1727325051543064915;harsono_karim;https://twitter.com/harsono_karim/status/1727474363635802579
Wed Nov 22 23:49:12 +0000 2023;1727474339409490226;"@kumparan KONSEPNYA KELIRU...siapa rakyat kecil yg mampu membeli tanah di IKN ?? Itu harganya sdh melambung tinggi....hanya org kaya yg mempu....kalian para pendukung memang gak punya OTAK..T0L0L semua...!!";0;0;0;1;in;1604404822815694850;1727346590376243491;OligarkiBangs4t;https://twitter.com/OligarkiBangs4t/status/1727474339409490226
Wed Nov 22 23:48:18 +0000 2023;1727474113751704039;"@gibran_tweet Semoga kau bocil cepat tobat, ingat!!! Ambisi busuk keluarga Jokowi akan terendus dan kalian harus ingat, penghakiman rakyat sangatlah mematikan. Ayahmu Jokowi sangat rakus dan takut bila mega Proyek IKN akan Nangkrak. Ingat!!! https://t.co/hrWrCAsBRI";0;0;0;0;in;1679847572515741697;1724705172767887835;SteiviT28671;https://twitter.com/SteiviT28671/status/1727474113751704039
Wed Nov 22 23:48:08 +0000 2023;1727474071666069821;"@AryoDj @kumparan wkwk kalian terlalu takut sma apa yg belum kejadian sampe lupa pembangunan ikn udh ditolak masyarakat adat, poinya sma spt statement sampeyan diatas";0;0;0;7;in;1146707610130796545;1727189312322855306;askwzjk;https://twitter.com/askwzjk/status/1727474071666069821
Wed Nov 22 23:47:56 +0000 2023;1727474021791670509;"@Hansunriko IKN Nusantara🇮🇩👍";0;0;0;0;in;1371339082706477057;1727461203151314965;AliBej0;https://twitter.com/AliBej0/status/1727474021791670509
Wed Nov 22 23:47:33 +0000 2023;1727473927180661137;"IKN🇮🇩👍";0;0;0;0;und;1371339082706477057;1727473927180661137;AliBej0;https://twitter.com/AliBej0/status/1727473927180661137
Wed Nov 22 23:46:55 +0000 2023;1727473765045723584;"@BosPurwa Membangun ikn itu butuh triliunan rupiah, ya sama aja drpd dana itu dipakai buat bangun  yah lebih baik dananya diratakan saja, jgn mau lihat terlihat wah tapi hutang dimana mana dan azas manfaat nya ga rata, sama seperti kereta cepat. Jgn berprinsip tekor asal kesohor.";0;0;0;0;in;60883738;1727267372313247864;yasin_zakaria;https://twitter.com/yasin_zakaria/status/1727473765045723584
Wed Nov 22 23:46:52 +0000 2023;1727473752055964148;"@yandilaughtale @tvOneNews Iya hrus setujulah,klo kita pndukungya klo G?bkn pndukungnya.Tapi mungkin blm mliht? Coba lihat?hampir smua kota" kecil&amp menengah,skrg sudh pada menggeliat mmbangun brbgai inpfaktruktur,bhkn tdk hy di kalimntn hampr di selruh indonesia.Tuk itu pmrntah SESEGERA MUNGKIN NYIAPKAN IKN https://t.co/zgbjaodzeY";0;0;0;0;in;1541026886804832258;1727325051543064915;barisoegriwa;https://twitter.com/barisoegriwa/status/1727473752055964148
Wed Nov 22 23:45:26 +0000 2023;1727473393434603996;"@soeyoto1 Hehehe. Pendukung pak praw artinya pendukung IKN. Tanah Hasyim disekitaran IKN besar. Jadi harus menang.. sekarang apa apa mahal masih aja mau dibangun.";0;0;0;0;in;62329457;1727236744104587449;cyber_entrance;https://twitter.com/cyber_entrance/status/1727473393434603996
Wed Nov 22 23:45:13 +0000 2023;1727473337339941111;"TV One memang beda !!! Anies Baswedan juga sama, yang penting asal beda dan asal mangap.  Ide IKN itu sdh ada jaman Bung Karno, jadi bukan sesuatu yg diada adakan.  Dan siapa bilang dng adanya IKN tidak ada pemerataan pembangunan, tdk ada pergerakan ekonomi  di daerah? Lalu apa ?";2;21;20;42;in;938664737369341952;1727473337339941111;DoankWarto;https://twitter.com/DoankWarto/status/1727473337339941111
Wed Nov 22 23:45:03 +0000 2023;1727473297196241118;"Anies Kritik IKN, Jubir KIM Irwan Fecho Beri Tanggapan Menohok __ "Mindset perubahan Anies asal berbeda dengan pemerintah saat ini berpotensi membawa bangsa ini tidak bisa keluar dari jebakan middle income trap" __ Tolak capres yang tak mau lanjutkan mega proyek IKN! https://t.co/BAdkOoGmnX";0;2;5;13;in;1243096022659686400;1727473297196241118;Pencerah___;https://twitter.com/Pencerah___/status/1727473297196241118
Wed Nov 22 23:44:59 +0000 2023;1727473281480245619;"@democrazymedia Batalkan IKN!!!";0;0;0;1;in;1245602023564693505;1727310965065306185;PurwandiB;https://twitter.com/PurwandiB/status/1727473281480245619
Wed Nov 22 23:44:32 +0000 2023;1727473165218283866;"@alfan_rahadian_ @BosPurwa Membangun ikn itu butuh triliunan rupiah, ya sama aja drpd dana itu dipakai buat bangun  yah lebih baik dananya diratakan saja, jgn mau lihat terlihat wah tapi hutang dimana mana dan azas manfaat nya ga rata, sama seperti kereta cepat. Jgn berprinsip tekor asal kesohor.";0;0;1;10;in;60883738;1727267372313247864;yasin_zakaria;https://twitter.com/yasin_zakaria/status/1727473165218283866
Wed Nov 22 23:44:26 +0000 2023;1727473141780451670;"@tvOneNews Berpikir besar dan berbuat besar memulai pembangunan IKN yg  memang berat di awal tapi besar tujuannya bagi bangsa ini agar perekonomian tidak terpusat di Jawa dan wujud dari keadilan sosial bagi pembangunan di NKRI , seharusnya titik temunya  terwujudnya IKN";0;0;0;0;in;1053865690556325888;1727325051543064915;Mellouisa1;https://twitter.com/Mellouisa1/status/1727473141780451670
Wed Nov 22 23:43:44 +0000 2023;1727472966337015866;"Untuk infrastruktur, pendekatan tim Anies atau pendukungnya juga keliru.  Yg lebih digaungkan adalah soal stop IKN,  kritik terhadap jalan toll, kereta cepat dan bandara" kosong. Yg diartikan oleh konstituen Jokowi sebagai stop pembangunan infrastruktur. Wacana manfaatnya ilang.";0;1;1;1;in;228724587;1727470883340738601;awemany;https://twitter.com/awemany/status/1727472966337015866
Wed Nov 22 23:42:25 +0000 2023;1727472634487808413;"@ajengcute16__ Iya mau lanjutkan ikn yah mbak?";0;0;0;0;in;62329457;1727330402946478433;cyber_entrance;https://twitter.com/cyber_entrance/status/1727472634487808413
Wed Nov 22 23:42:02 +0000 2023;1727472538350174348;"@hutbene @tvOneNews @jokowi Dia ditanya ikn, jawabanny nya tentang ikn &amp  solusi yg di pikirkan. Klo di ditanya ikn dijawak tentang yg laen kan gak nyambung ya? 🤔 kayak si anu";0;0;0;2;in;124210773;1727325051543064915;cicakganteng;https://twitter.com/cicakganteng/status/1727472538350174348
Wed Nov 22 23:40:39 +0000 2023;1727472190332031297;"Dukung IKN https://t.co/TDJp0vVhmB";0;0;0;0;in;1562484111360786436;1727472190332031297;BarbBroBro;https://twitter.com/BarbBroBro/status/1727472190332031297
Wed Nov 22 23:39:39 +0000 2023;1727471939357421623;"Proyek sarat dg Ambisius dan terlalu ambigu yg selalu dibungkus dg berita bhw proyek IKN sdh siap digunakan thn dpn nyatanya smuanya hanya cerita kedustaan yg verharap dpt investor yg bs mewujudkan ambisi pribadi";0;0;0;2;in;1581835593293918208;1727471939357421623;RelawanAniess;https://twitter.com/RelawanAniess/status/1727471939357421623
Wed Nov 22 23:39:39 +0000 2023;1727471938619269490;"Jalan tol IKN ditargetkan rampung april 2024 https://t.co/xaSQN64O4j";0;0;0;0;in;1562484111360786436;1727471938619269490;BarbBroBro;https://twitter.com/BarbBroBro/status/1727471938619269490
Wed Nov 22 23:38:50 +0000 2023;1727471732305649911;"Investor lokal dukung IKN https://t.co/g5ZFEteJSR";0;0;0;0;in;1562484111360786436;1727471732305649911;BarbBroBro;https://twitter.com/BarbBroBro/status/1727471732305649911
Wed Nov 22 23:35:42 +0000 2023;1727470942535008358;"@hutbene @tvOneNews @jokowi emang aneh sih. Mestinya dia ketika ditanya tentang IKN, respons aja dengan joget gemoy. Gitu kan ya?";0;3;0;6;in;81145186;1727325051543064915;asriadi25;https://twitter.com/asriadi25/status/1727470942535008358
Wed Nov 22 23:34:47 +0000 2023;1727470711177093432;"Korea’s leader in developing Indonesia’s new capital city, IKN https://t.co/0ASZEmtDr2";0;0;0;1;in;1453177741876944897;1727470711177093432;IdabagusHJKim;https://twitter.com/IdabagusHJKim/status/1727470711177093432
Wed Nov 22 23:33:48 +0000 2023;1727470465604817300;"@fajarnugros sama ASN pindahin ke IKN pak";0;0;0;0;in;333267077;1727277148447314422;praenkeren;https://twitter.com/praenkeren/status/1727470465604817300
Wed Nov 22 23:32:55 +0000 2023;1727470244292444406;"Presiden Jokowi Pastikan investor dalam Negeri prioritas di IKN Nusantara #KotaDuniaUntukSemua #JokowiPresidenku https://t.co/4PXQGM7d21";0;0;0;0;in;1544206377949995009;1727470244292444406;felisa_r14;https://twitter.com/felisa_r14/status/1727470244292444406
Wed Nov 22 23:32:50 +0000 2023;1727470221068575079;"Presiden Jokowi Pastikan investor dalam Negeri prioritas di IKN Nusantara #KotaDuniaUntukSemua #JokowiPresidenku https://t.co/5CMgqS8Ods";0;0;0;0;in;1544206377949995009;1727470221068575079;felisa_r14;https://twitter.com/felisa_r14/status/1727470221068575079
Wed Nov 22 23:32:40 +0000 2023;1727470179066716251;"Presiden Jokowi Pastikan investor dalam Negeri prioritas di IKN Nusantara #KotaDuniaUntukSemua #JokowiPresidenku https://t.co/GNxV2T9jJu";0;0;0;0;in;1544206377949995009;1727470179066716251;felisa_r14;https://twitter.com/felisa_r14/status/1727470179066716251
Wed Nov 22 23:32:10 +0000 2023;1727470056253358195;"@Aldine92582920 @dbjobindo @robbyraditya @kumparan Wk wk wk ......  Bicara kesejahteraan?  Elo paham program dan tujuan IKN?  elo itu hanya buzzer jongos";0;1;0;0;in;1061790740055900160;1727189312322855306;r_situmora;https://twitter.com/r_situmora/status/1727470056253358195
Wed Nov 22 23:31:40 +0000 2023;1727469930201886907;"@kumparan Ganjar dan Anies seramg IKN jaminan Prabowo nyungsep!";0;0;0;0;in;1245602023564693505;1727317648613249121;PurwandiB;https://twitter.com/PurwandiB/status/1727469930201886907
Wed Nov 22 23:31:36 +0000 2023;1727469911277265247;"@Aldine92582920 @robbyraditya @kumparan Jadi kalau anis jadi presiden IKN gak di lanjutin gitu?";0;2;0;0;in;255540658;1727189312322855306;dbjobindo;https://twitter.com/dbjobindo/status/1727469911277265247
Wed Nov 22 23:30:46 +0000 2023;1727469703046767004;"@OposisiCerdas .... Bagaimana jika anggaran trilyunan yg sudah dan akan dikeluarkan tsb tidak benar2 dipakai buat IKN?";0;0;0;3;in;1323489806257516545;1727274005659611211;dodojogja2;https://twitter.com/dodojogja2/status/1727469703046767004
Wed Nov 22 23:29:26 +0000 2023;1727469364608204940;"@RealWaqarMaliks Your pain is understood, be patient, IKN will be exposed totally";0;0;0;0;en;1362118588887400451;1726955543359877192;abmirza112;https://twitter.com/abmirza112/status/1727469364608204940
Wed Nov 22 23:28:32 +0000 2023;1727469138178900241;"@AliBej0 Dukung IKN🇮🇩👍";0;0;0;0;in;1710309382293004288;1727463586963030342;Nidyna10;https://twitter.com/Nidyna10/status/1727469138178900241
Wed Nov 22 23:28:14 +0000 2023;1727469066573742358;"Otorita IKN menggandeng empat perusahaan teknologi informasi (IT) dan satu kampus asal AS guna membantu mewujudkan pembangunan IKN Nusantara, Kalimantan Timur. Perusahaan itu mulai dari Cisco sampai Microsoft.  Ketua KPK Tante Ahok Senegal Subuh #GISELLE Tidur https://t.co/rUKpGd8vSl";2;2;14;17;in;2907040202;1727469066573742358;Anggita_lung;https://twitter.com/Anggita_lung/status/1727469066573742358
Wed Nov 22 23:28:05 +0000 2023;1727469027029889270;"@Evahawa @tvOneNews Emang lo dapet apa dari pembangunan IKN??  😂🤣";0;0;0;1;in;302457349;1727325051543064915;kim_didit;https://twitter.com/kim_didit/status/1727469027029889270
Wed Nov 22 23:26:55 +0000 2023;1727468735416660386;"Presiden Jokowi pastikan investor masuk ke IKN. https://t.co/ACIXRtDSXr";0;0;0;0;in;1357001246423408643;1727468735416660386;SonyWak49207089;https://twitter.com/SonyWak49207089/status/1727468735416660386
Wed Nov 22 23:23:34 +0000 2023;1727467889169776966;"@tvOneNews Kalau bisa, di setiap Desa dibangun IKN baru... Itu agar #anggaran Dana Desa semakin besar &amp  terjadi #pemerataan. #saransaja 🙄";0;0;0;0;in;1473292124;1727325051543064915;at_FREDERICH;https://twitter.com/at_FREDERICH/status/1727467889169776966
Wed Nov 22 23:23:29 +0000 2023;1727467869032919346;"@tvOneNews THIS!!!! IKN yang diuntungkan hanya untuk para pejabat! Rakyat ya sama aja, utang makin menggunung pajak makin tinggi, harga meroket. Ump perdaerah ga merata WKWKWK";0;1;0;2;in;1528182577382666240;1727325051543064915;nslfshltsr;https://twitter.com/nslfshltsr/status/1727467869032919346
Wed Nov 22 23:23:16 +0000 2023;1727467815924543811;"IoioDuaO, Terkadang membiarkan seseorang menangis lebih baik.";0;0;0;0;in;761338779571408896;1727467815924543811;idham_ikn;https://twitter.com/idham_ikn/status/1727467815924543811
Wed Nov 22 23:23:10 +0000 2023;1727467787805942248;"@MazGun87763870 @tvOneNews Setengah jalan? Anda sudah lihat progresnya? Apa kata jokowi terkait investor asing saat ini? Siapa pedagang yg mau buka warung sekitar IKN? Butuh waktu puluhan tahun utk jalankan roda ekonomi di hutan itu.";0;0;0;1;in;1050266155988860929;1727325051543064915;Abu_Hanifz;https://twitter.com/Abu_Hanifz/status/1727467787805942248
Wed Nov 22 23:20:25 +0000 2023;1727467099357098256;"@tvOneNews Ini orang kg buta atau memang cari sensasi, apa sdh pikun kalau partai pengusungnya adalah pendukung dibangunnya IKN. Waduh gak semudah omonganmulah Nis utk menghentikan pembangunan IKN. IKN itu hanya pusat pemerintahan bukan pusat ekonomi.";0;0;0;1;in;1598614485580754944;1727325051543064915;GeaEpifanus;https://twitter.com/GeaEpifanus/status/1727467099357098256
Wed Nov 22 23:20:12 +0000 2023;1727467044545929511;"@tvOneNews Setelah bangun IKN baru di Kalimantan... Nanti bangun lagi IKN baru di Sulawesi &amp  Papua, hingga pembangunan di ke_2(dua) Pulau tsb akan #merata sama dengan di Jawa. 🤔";0;1;0;0;in;1473292124;1727325051543064915;at_FREDERICH;https://twitter.com/at_FREDERICH/status/1727467044545929511
Wed Nov 22 23:19:05 +0000 2023;1727466761908519185;"FAKTA REAL TERKINI TTG PEMBANGUNAN FISIK IKN https://t.co/OQGwu2cVt5";0;0;0;0;in;1707600227572871168;1727466761908519185;Wolio69;https://twitter.com/Wolio69/status/1727466761908519185
Wed Nov 22 23:18:52 +0000 2023;1727466708984799236;"@DavinaSastro @arikwuri Kan bapak jokowi tercinta sudah membangun IKN utk pemerataan pembangunan. APBN yg dikucurkan utk pembangunan tidak sebanding dengan yg dikucurkan ke solo.";0;0;0;0;in;213552936;1727209079511347305;rachmad89;https://twitter.com/rachmad89/status/1727466708984799236
Wed Nov 22 23:18:49 +0000 2023;1727466693763662094;"@detikcom Ketimpangan nya dimana....  Jangan fokus pembanhunan IKN nya. Fokus lah apa yang sudah di bangun 10 tahun terakhir. Anies apa yang sudah kamu perbuat dijakarta selam gaberner?";0;0;0;1;in;1050264627899056130;1727250571940200498;Homri11;https://twitter.com/Homri11/status/1727466693763662094
Wed Nov 22 23:17:43 +0000 2023;1727466419611476183;"@embah72 Setuju dengan IKN. Tidak Setuju dengan Politik Dinasti";0;1;0;0;in;1548605690348191744;1727332157826445546;LawanKadrun;https://twitter.com/LawanKadrun/status/1727466419611476183
Wed Nov 22 23:16:13 +0000 2023;1727466041629094298;"@soeyoto1 ikn bisa buat penjara";0;0;0;0;in;1461689742127341573;1727236744104587449;plongplonglicik;https://twitter.com/plongplonglicik/status/1727466041629094298
Wed Nov 22 23:15:53 +0000 2023;1727465956182798625;"@opisaopi46050 @tvOneNews IKN tuh bkn prioritas...apalagi dlm sikon spt skrng...ga usah mmaksakan khendak pak jkw ..realitis lah dbnding mangkrak..";0;1;0;2;in;1237567534771007489;1727325051543064915;Fatchiya5;https://twitter.com/Fatchiya5/status/1727465956182798625
Wed Nov 22 23:14:55 +0000 2023;1727465714888671713;"@geloraco Jkw  hati² tumbang sblm habis masa jabatan. Penyebabnya adalah IKN,Gibran &amp  RAKYAT MUAK JKW PEMBOHONG 1.Mayoritas bangsa tolak IKN 2.PKS minta hentikan IKN 3.Anies RB. nyatakan IKN Projek salah total 4.Utang brtumpuk 5.Berani injak undnag² 6.Ingin ciptkan diri &amp  kelg mnjd dinasti";0;0;1;3;in;1502697277323837444;1727218966337310830;DamaiHariLubis;https://twitter.com/DamaiHariLubis/status/1727465714888671713
Wed Nov 22 23:14:28 +0000 2023;1727465601843835075;"@kumparan Ku pikir bangun IKN karena gara" Jkt udah lu acak acak";0;0;0;0;in;1721002535186845696;1727189312322855306;NovitaVvidya;https://twitter.com/NovitaVvidya/status/1727465601843835075
Wed Nov 22 23:14:11 +0000 2023;1727465526962921908;"@tvOneNews Jkw  hati² tumbang sblm habis masa jabatan. Penyebabnya adalah IKN,Gibran &amp  RAKYAT MUAK JKW PEMBOHONG 1.Mayoritas bangsa tolak IKN 2.PKS minta hentikan IKN 3.Anies RB. nyatakan IKN Projek salah total 4.Utang brtumpuk 5.Berani injak undnag² 6.Ingin ciptkan diri &amp  kelg mnjd dinasti";1;11;17;132;in;1502697277323837444;1727325051543064915;DamaiHariLubis;https://twitter.com/DamaiHariLubis/status/1727465526962921908
Wed Nov 22 23:13:47 +0000 2023;1727465427264295327;"@Babejalananid @biargaksakit @DionisiusWangge @AlcierMadh @deandrasaputeri @detikcom Lah itu yg dimaksud Anies. Kecemburuan itu ngga akan hilang kalo yang dibangun cuma satu kota. Kecemburuan nya cuma pindah dari Jawa ke IKN. Kecemburuan itu disebut ketimpangan.";0;0;0;0;in;1662064122;1727239492476563618;aiknaoo;https://twitter.com/aiknaoo/status/1727465427264295327
Wed Nov 22 23:12:05 +0000 2023;1727465001123025164;"Ayo jadiin... etapi @NasDem dan @DPP_PKB kan setuju sama pembangunan IKN 🙊";0;0;0;0;in;1084569967394095104;1727465001123025164;_bangagoengDuA;https://twitter.com/_bangagoengDuA/status/1727465001123025164
Wed Nov 22 23:11:55 +0000 2023;1727464959137992907;"kurasa justru dlm hati dua capres lain, ikn itu buruk juga. cuma ya mau gimana, posisinya keberlanjutan jd hrs blg gt. "warga kalimantan" lol jokowi ga peduli sm warga kalimantan saat bangun ikn, karena kalo iya jokowi bakal ngurusin ketimpangan yg udh ada disana terlebih dahulu";0;0;0;0;in;1680667800;1727464955975438573;truebIu;https://twitter.com/truebIu/status/1727464959137992907
Wed Nov 22 23:11:54 +0000 2023;1727464955975438573;"konektivitas antar kota sekitar ikn ga ada. bangun sekolah, rumah sakit, kantor tp peradabannya belum ada. meratakan hutan untuk membangun kota baru yg belum jelas siapa penghuninya saja sudah aneh. buktinya jokowi sendiri yg bilang belum ada investor masuk.";0;2;0;0;in;1680667800;1727464955975438573;truebIu;https://twitter.com/truebIu/status/1727464955975438573
Wed Nov 22 23:11:32 +0000 2023;1727464863121998137;"@tvOneNews Gak suka sama ikn nanti gak usah akui dan datang ke ikn  kan simple aja😂😂😂";0;0;0;0;in;110598625;1727325051543064915;holderdiamond_;https://twitter.com/holderdiamond_/status/1727464863121998137
